● あいじょう[愛情] 	[명사]애정;사랑
● むらさき[紫]     [명사]자색;보랏빛, 지치, ‘しょうゆ’의 ...
● むれ[群(れ)]     [명사]떼;무리;동아리
● め[芽]     [명사]싹, 달걀의 알눈;배반, 새로 생겨서...
● めい[姪]     [명사]질녀;조카딸
● めい[名]     [접사]명…;유명한, …명, 인원수를 나타내...
● めいし[名詞]     [명사]명사
● めいしょ[名所]     [명사]명소;명승지;관광지
● めいじる[命じる]     [동사]→めいずる
● めいしん[迷信]     [명사]미신
● めいずる[命ずる]     [동사]명하다;명령하다, 명명하다;이름짓다
● めいぶつ[名物]     [명사]명물, 유명한 것, 그 고장의 명산물...
● めいめい[銘銘]     [명사]각자;제각기;각각
● めいれい[命令]     [명사]명령
● メーター     [명사]미터, 자동 계기, →メートル
● めぐまれる[恵まれる]     [동사]혜택받다, 베풂을 받다, 많다;풍족하...
● めぐる[巡る]     [동사]돌다, 순환·순회하다, 여기저기 들르...
● めざす[目指す·目差す]     [동사]지향하다;목표로 하다;노리다
● めじるし[目印]     [명사]안표;표지;표적
● めっきり     [부사]뚜렷이;현저히;부쩍
● めでたい[目出度い·芽出度い·目出い]     [형용사]경사스럽다;축하할 만하다, 순조롭다...
● メモ     [명사]메모;비망록;각서
● めやす[目安]     [명사]목표;대중, 주판셈에서, 주판의 오른...
● めん[面]     [명사]면, 얼굴, 거문고·거울·테니스 코트...
● めん[綿]     [명사]면;무명
● めんせき[面積]     [명사]면적;넓이
● もうかる[儲かる]     [동사]벌이가 되다;이가 남다, 득이 되다;...
● もうける[儲ける]     [동사]벌다, 이익을 보다, 덕을 보다
● もうしわけ[申し訳]     [명사]변명;해명, 실질은 없고 명목뿐임
● モーター     [명사]모터, 발동기, 전동기
● もくざい[木材]     [명사]목재;재목
● もくじ[目次]     [명사]목차;차례
● もくよう[木曜]     [명사]목요
● もぐる[潜る]     [동사]잠입하다, 자맥질하다;잠수하다, 숨어...
● もしも[若しも]     [명사]만약;만일의 경우
● もたれる[凭れる·靠れる]     [동사]기대다;의지하다, 먹은 것이 잘 삭지...
● モダン     [명사]모던;현대적
● もち[餅]     [명사]떡;찰떡
● もち[持ち]     [명사]가짐, 소유, 지닌 사람;가진 사람
● もちあげる[持(ち)上げる]     [동사]들어 올리다;쳐들다, 치켜세우다;추어...
● もちいる[用いる]     [동사]쓰다, 사용하다;이용하다, 신경을 쓰...
● もっとも[尤も]     [형용동사]지당함;사리에 맞음, 그렇다고는 ...
● モデル     [명사]모델;본보기;모범
● もと[元]     [명사]사물의 시작;처음, 전의 상태;본디,...
● もと[基] [명사]근본;토대;기초
● もと[素] [명사]만물이 생기는 바탕;원질;원료
● もとづく[基づく]     [동사]기초를 두다;의거하다;기인하다
● もとめる[求める]     [동사]구하다, 바라다, 요구하다;청하다
● もともと[元元·本本]     [부사]본디부터;원래
● ものおと[物音]     [명사]소리
● ものがたる[物語る]     [동사]말하다, 이야기하다, 비유적으로, ...
● ものごと[物事]     [명사]물건과 일;일체의 사물
● ものさし[物指(し)·物差(し)]     [명사]자;전하여, 척도;기준
● ものすごい[物すごい]     [형용사]무섭다, 끔찍하다, 굉장하다;대단하...
● モノレール     [명사]모노레일;외가닥 레일에 매달려 달리는...
● もみじ[紅葉]     [명사]단풍, ‘かえで’의 딴 이름, 사슴 ...
● もむ[揉む]     [동사]비비다, 문질러 비비대다, 구기다
● もよおし[催し]     [명사]주최;회합, 징조;기미, 재촉
● もんじ[文字]     [명사]문자, 글자, 문장
● もんどう[問答]     [명사]문답, 물음과 답, 말다툼;논쟁
● やがて[軈て]     [부사]얼마 안 있어;머지않아, 즉시;지체 ...
● やかん[薬缶]     [명사]주전자, ‘やかんあたま’의 준말
● やく[役]     [명사]직무;직책, 역;구실, 그 사람이 지...
● やく[約]     [명사]약속;약정, 생략;줄임, 약;대략
● やく[訳]     [명사]역, 번역, 옛글·어려운 말을 현대말
● やくしゃ[役者]     [명사]배우;광대, 연극을 잘 하는 사람
● やくしょ[役所]     [명사]관청;관공서
● やくす[訳す]     [동사]번역하다;해석하다;새기다
● やくにん[役人]     [명사]관리;공무원
● やくひん[薬品]     [명사]약품
● やくめ[役目]     [명사]임무;책임;직무
● やくわり[役割]     [명사]역할, 역을 할당함;또, 그 사람, ...
● やこう[夜行]     [명사]야행, 밤에 감, ‘夜行列車’의 준말
● やじるし[矢印]     [명사]화살표, 사수를 밝히려고 화살에 표시...
● やすい[易い]     [형용사]쉽다;간단하다, …하기 쉽다
● やせい[野生]     [대명사]야생, 소생
● やっかい[厄介]     [형용동사]귀찮음;성가심, 폐;신세, 시중;...
● やっつける[遣っ付ける]     [동사]해치우다, ‘やる·する’의 힘줌말;해...
● やど[宿]     [명사]사는 집, 묵을 곳;숙소, 숙박
● やとう[雇う]     [동사]고용하다;세내다
● やぬし[家主]     [명사]가주, 한 집의 주인;가장, 집주인;...
● やね[屋根]     [명사]지붕;덮개
● やぶく[破く]     [동사]찢다
● やめる[辞める]     [동사]그만두다;사직하다
● やや [감동사]어유
● やわらかい[軟らかい] [형용사]연하다;딱딱하지 않다, 온화하다;온...
● ゆいいつ[唯一]     [명사]유일
● ゆう[言う]     [동사]→いう
● ゆうかん[夕刊]     [명사]석간
● ゆうこう[有効]     [형용동사]유효;유익
● ゆうしゅう[優秀]     [형용동사]우수
● ゆうしょう[優勝]     [명사]우승
● ゆうのう[有能]     [형용동사]유능
● ユーモア     [명사]유머
● ゆうゆう[悠悠]     [형용동사]유유, 한가하고 근심 없는 모양;...
● ゆうり[有利]     [형용동사]유리
● ゆかい[愉快]     [명사]유쾌
● ゆかた[浴衣]     [명사]목욕을 한 뒤 또는 여름철에 입는 무...
● ゆくえ[行方]     [명사]행방;갈 곳, 장래;전도
● ゆげ[湯気]     [명사]김;수증기, 목욕하다 일어나는 뇌빈혈
● ゆけつ[輸血]     [명사]수혈
● ゆずる[譲る]     [동사]양도하다, 물려주다, 빼앗기다
● ゆそう[輸送]     [명사]수송
● ゆたか[豊か]     [형용동사]풍족함;풍부함, 좋이 …은 더 됨...
● ゆだん[油断]     [명사]방심;부주의
● ゆのみ[湯飲み]     [명사]‘湯飲み茶わん’의 준말;찻잔;찻종
● よ[夜]     [명사]밤
● よいしょ     [감동사]→よいさ, 치켜세우다;부추기다
● よう[様]     [명사]모양;형태, 양식;서풍, ‘서로 같다...
● ようい[容易]     [형용동사]용이;손쉬움
● ようがん[溶岩]     [명사]용암
● ようき[容器]     [명사]용기
● ようき[陽気]     [형용동사]화려하고 왕성한 모양;성질이 밝고...
● ようご[用語]     [명사]용어
● ようし[用紙]     [명사]용지
● ようし[要旨]     [명사]요지
● ようじん[用心]     [명사]조심;주의;경계
● ようす[ようす·様子]     [명사]모양, 상태;상황, 모습;용자
● ようするに[要するに]     [명사]요컨대;결국, 요약하면
● ようせき[容積]     [명사]용적, 용량, 체적;부피
● ようそ[要素]     [명사]요소
● ようち[幼稚]     [형용동사]유치, 어림, 정도가 미숙함
● ようてん[要点]     [명사]요점
● ようび[曜日]     [명사]요일
● ようぶん[養分]     [명사]양분;자양분
● ようもう[羊毛]     [명사]양모;양털
● ようりょう[要領]     [명사]요령
● よかん[予感]     [명사]예감
● よき[予期]     [명사]예기
● よけい[余計]     [부사]물건이 남아 돌아감;여분, 더욱;한층...
● よす[止す]     [동사]중지하다;그만두다
● よせる[寄せる]     [동사]밀려오다, 바싹 옆으로 대다;옆에 가...
● よそ[余所·他所]     [명사]딴 곳;남의 집, 전연 자기와 상관없...
● よそく[予測]     [명사]예측
● ヨット     [명사]요트
● よっぱらい[酔(っ)払い]     [명사]술 취한 사람;술주정꾼;취한
● よとう[与党]     [명사]여당, 정부를 지지하는 정당, 도당;...
● よび[予備]     [명사]예비, ‘予備役’의 준말
● よびかける[呼び掛ける]     [동사]소리를 지르다;부르다, 의견의 찬동을...
● よぶん[余分]     [형용동사]여분, 나머지;우수리, 덤;더 이...
● よみ[読み]     [명사]읽기, 수읽기, 훈독;음독
● よめ[嫁]     [명사]며느리, 신혼 여성, 결혼 상대로서의...
● よゆう[余裕]     [명사]여유
● より     [부사]보다;한결;더욱더
● よる[よる·因る]     [동사]인하다;말미암다;원인이 되다
● よろしく[宜しく]     [부사]적당히;적절히, 잘 부탁합니다
● よん[四]     [명사]사;넷;네 개
● らい[来]     [접사]내…, …래;이래
● ライター     [명사]라이터
● らいにち[来日]     [명사]내일;외국인이 일본에 옴
● らくだい[落第]     [명사]낙제;불합격;또, 유급
● ラケット     [명사]라켓
● らん[欄]     [명사]난간, 난;칼럼
● らんぼう[乱暴]     [명사]난폭, 앞뒤 생각 없이 충동적으로 하...
● りえき[利益]     [명사]이익;쓸모가 있음
● りがい[利害]     [명사]이해
● りく[陸]     [명사]뭍;육지
● リズム     [명사]리듬;율동;운율
● りつ[率]     [명사]율;비율
● リポート     [명사]리포트, 연구·조사 보고, 보고 기사...
● りゃくす[略す]     [동사]간단히 하다;생략하다, 약취하다, 유...
● りゅういき[流域]     [명사]유역
● りょう[料]     [명사]재료;용품, 대금;비용, …료
● りょう[領]     [명사]영역;영토, 옛날에, 郡司의 장관·차...
● りょう[寮]     [명사]기숙사, 보양을 위해 쓰이는 별도의 ...
● りょうし[漁師]     [명사]고기잡이;어부
● りょうじ[領事]     [명사]영사
● りょうしゅう[領収]     [명사]영수
● りんじ[臨時]     [명사]임시
● れい[例]     [명사]예, 선례;전례, 표준이 되는 사항;...
● れい[礼]     [명사]예;예의, 인사;절, 감사의 뜻
● れいぎ[礼儀]     [명사]예의
● れいてん[零点]     [명사]영점
● レジャー     [명사]레저;여가;여가를 이용한 휴식이나 행...
● れっとう[列島]     [명사]열도
● れんが[煉瓦]     [명사]연와;벽돌
● れんごう[連合]     [명사]연합
● れんそう[連想]     [명사]연상
● れんぞく[連続]     [명사]연속
● ろうそく[蠟燭]     [명사]초;양초
● ろうどう[労働]     [명사]노동
● ロケット     [명사]로켓
● ロッカー     [명사]로커, 자물쇠가 달린 서류장, 개인 ...
● ろん[論]     [명사]논, 사리가 분명한 설명;이론
● ろんずる[論ずる]     [동사]논하다
● ろんそう[論争]     [명사]논쟁
● ろんぶん[論文]     [명사]논문
● わ[和]   [명사]화목, 화해, 일본의
● ワイン     [명사]와인, 포도주, 양주
● わえい[和英]     [명사]일영;일본어와 영어
● わが[我が]     [형용동사]나의;우리의
● わがまま[我侭]     [명사]제멋대로 굶;버릇없음;방자함
● わき[脇]     [명사]겨드랑이;옷의 겨드랑이 부분, 옆;곁...
● わく[涌く·湧く]     [동사]솟다, 샘솟다, 솟아나다
● わずか[僅か·纔か]     [부사]얼마 안 되는 모양, 조금;약간, 불...
● わた[綿]     [명사]목화, 솜, 풀솜
● わびる[詫びる]     [동사]사죄하다;사과하다
● わふく[和服]     [명사]일본옷
● わりあい[割合]     [명사]비율, …치고는;…에 비해
● わりと[割と]     [부사]비교적
● わるくち[わるくち·悪口]     [명사]욕
● われわれ[我我]     [대명사]→われら12
● わん[椀·碗·埦]     [명사]공기, 도자기의 식기, 공기 수를 세...
● わん[湾]     [명사]만
● あちらこちら[彼方此方]     [대명사]여기저기
● いしょくじゅう[衣食住]     [명사]의식주
● いちどに     [부사]일시에;단번에;한꺼번에
● いつまでも     [부사]언제까지나;영원히
● オートメーション     [명사]오토메이션;자동 조작
● オーバーコート     [명사]오버코트;외투
● かそくど[加速度]     [명사]가속도
● かなづかい[仮名遣(い)·仮字遣(い)]     [명사]말을 かな로 표기하는 법
● きかんしゃ[機関車]     [명사]기관차;→けんいんしゃ
● くとうてん[句読点]     [명사]구두점
● けいこうとう[蛍光灯]     [명사]형광등
● けいようし[形容詞]     [명사]형용사, 수식어
● けいようどうし[形容動詞]     [명사]형용 동사
● こうつうきかん[交通機関]     [명사]교통 기관
● ごくろうさま[御苦労様] [감동사]수고하셨습니다, 수고를 하셨군요
● ごちそうさま[御馳走様]     [감동사]잘 먹었습니다
● ことばづかい[言葉遣い]     [명사]말씨;말투
● ジェットき[ジェット機]     [명사]제트기
● しかくい     [형용사]네모지다;모지고 울퉁불퉁하다;둥근 ...
● しぜんかがく[自然科学]     [명사]자연 과학
● しゃかいかがく[社会科学]     [명사]사회 과학
● しゅじんこう[主人公]     [명사]주인공, 사건·소설·극의 중심인물, ...
● しょうがくせい[小学生]     [명사]소학생;초등학교 학생
● じんぶんかがく[人文科学]     [명사]인문 과학
● すいへいせん[水平線]     [명사]수평선
● せっきょくてき[積極的]     [형용동사]적극적
● せともの[瀬戸物]     [명사]→せとやき, 도자기;사기그릇
● ぜひとも     [부사]꼭;무슨 일이 있어도
● そうりだいじん[総理大臣] [명사]총리 대신
● だいがくいん[大学院]     [명사]대학원
● タイプライター     [명사]타이프라이터;타자기
● ちへいせん[地平線]     [명사]지평선
● ていりゅうじょ[停留所]     [명사]정류장
● とっくに     [부사]훨씬 전에;벌써
● ひかくてき[比較的]     [부사]비교적
● ひつじゅひん[必需品]     [명사]필수품
● ひゃっかじてん[百科事典]     [명사]백과사전
● フライパン     [명사]프라이팬
● ぼうえんきょう[望遠鏡]     [명사]망원경
● まちあいしつ[待合室]     [명사]대합실
● めちゃくちゃ[目茶苦茶·滅茶苦茶]     [명사]엉망;형편없음;마구 하는 모양
● めったに     [부사]거의;좀처럼
● ゆうえんち[遊園地]     [명사]유원지
● ラッシュアワー     [명사]러시아워;교통 기관이 가장 붐비는 시간
● ローマじ[ローマ字]     [명사]로마자
